sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2024 Wolf Chart?,Official Tree?,Book?,notes
2093,P7296,F,g,2015,April,Wapiti Lake,WpAF,755M,"Hayden Valley Area, YNP",Wapiti Lake,-,N/A,2015,unknown,N/A,"Northern Range, YNP",Gray Pup Wapiti Lake,,,Yes,No,
2094,P7297,F,b,2016,April,8-Mile,Brindle Alpha Female,BAM CC,"Gardner's Hole, YNP",8-Mile,-,2016,N/A,November 23,Legally Killed,"Jardine, Montana",Black Pup 8 Mile,,,Yes,No,
2095,P7298,M,b,2016,April,8-Mile,Brindle Alpha Female,BAM CC,"Gardner's Hole, YNP",8-Mile,-,2016,N/A,November 23,Legally Killed,"Jardine, Montana",Black Pup 8 Mile,,,Yes,No,
2096,P7307,?,b,2016,April,8-Mile,909F,BAM CC,"Gardner's Hole, YNP",8-Mile,-,N/A,2016,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2097,P7308,?,b,2016,April,8-Mile,909F,BAM CC,"Gardner's Hole, YNP",8-Mile,-,N/A,2016,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2098,P7309,?,b,2016,April,8-Mile,909F,BAM CC,"Gardner's Hole, YNP",8-Mile,-,N/A,2016,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2099,P7310,?,g,2016,April,8-Mile,909F,BAM CC,"Gardner's Hole, YNP",8-Mile,-,N/A,2016,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2100,P7311,?,b,2016,April,Junction Butte,969F,890M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
2101,P7312,?,b,2016,April,Junction Butte,969F,890M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
2102,P7313,?,b,2016,April,Junction Butte,969F,890M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
2103,P7314,?,g,2016,April,Junction Butte,969F,890M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
2104,P7315,?,g,2016,April,Junction Butte,907F,890M,"Slough Creek Area, YNP",Junction Butte,-,2016,N/A,April,Unknown,unknown,Pup Junction Butte,,,Yes,No,
2105,P7316,?,b,2016,April,Junction Butte,907F,890M,"Slough Creek Area, YNP",Junction Butte,-,2016,N/A,August,Unknown,North of YNP,Pup Junction Butte,,,Yes,No,
2106,P7317,?,g,2016,April,Junction Butte,907F,890M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
2107,P7339,?,?,2016,April,Prospect Peak,821F,sw763M,"Blacktail Deer Plateau, YNP",Prospect Peak,-,N/A,2017,unknown,N/A,"Little America, YNP",Pup Prospect Peak,,,Yes,No,
2108,P7340,?,?,2016,April,Prospect Peak,821F,sw763M,"Blacktail Deer Plateau, YNP",Prospect Peak,-,2016,N/A,unknown,Unknown,"Blacktail Deer Plateau, YNP",Pup Prospect Peak,,,Yes,No,
2109,P7341,?,?,2016,April,Prospect Peak,821F,sw763M,"Blacktail Deer Plateau, YNP",Prospect Peak,-,2016,N/A,unknown,Unknown,"Blacktail Deer Plateau, YNP",Pup Prospect Peak,,,Yes,No,
2110,P7346,?,?,2017,April,Junction Butte,907F,sw763M,"Specimen Ridge, YNP",Junction Butte,-,2015,N/A,April,Natural (CDV),"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2111,P7347,?,?,2017,April,Junction Butte,907F,sw763M,"Specimen Ridge, YNP",Junction Butte,-,2015,N/A,April,Natural (CDV),"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2112,P7348,?,?,2017,April,Junction Butte,907F,sw763M,"Specimen Ridge, YNP",Junction Butte,-,2015,N/A,April,Natural (CDV),"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2113,P7349,?,?,2017,April,Junction Butte,907F,sw763M,"Specimen Ridge, YNP",Junction Butte,-,2015,N/A,April,Natural (CDV),"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2114,P7350,?,g,2017,April,Prospect Peak,UGF,964M,"Slough Creek, YNP",Prospect Peak,-,2017,N/A,October,Legally Killed,North of YNP,Gray Pup Prospect Peak,,,Yes,No,
2115,P7351,?,g,2017,April,Prospect Peak,UGF,964M,"Slough Creek, YNP",Prospect Peak,-,N/A,2017,unknown,N/A,unknown,Gray Pup Prospect Peak,,,Yes,No,
2116,P7352,?,g,2017,April,Prospect Peak,UGF,964M,"Slough Creek, YNP",Prospect Peak,-,N/A,2017,unknown,N/A,unknown,Gray Pup Prospect Peak,,,Yes,No,
2117,P7353,?,g,2017,April,Prospect Peak,UGF,964M,"Slough Creek, YNP",Prospect Peak,-,N/A,2017,unknown,N/A,unknown,Gray Pup Prospect Peak,,,Yes,No,
2118,P7354,?,g,2017,April,Prospect Peak,UGF,964M,"Slough Creek, YNP",Prospect Peak,-,N/A,2017,unknown,N/A,unknown,Gray Pup Prospect Peak,,,Yes,No,
2119,P7429,?,g,2017,April,Wapiti Lake,1091F,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2120,P7430,?,g,2017,April,Wapiti Lake,1091F,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2121,P7431,?,g,2017,April,Wapiti Lake,1091F,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2122,P7432,?,g,2017,April,Wapiti Lake,1091F,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2123,P7433,?,g,2017,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2124,P7434,?,g,2017,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2125,P7435,?,g,2017,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2017,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2126,P7318,?,b,2018,April,Cougar Creek,1204F,1117M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2018,unknown,N/A,unknown,Black Pup Cougar Creek,,,Yes,No,
2127,P7436,?,b,2018,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2018,N/A,May,Unknown,"Slough Creek Area, YNP",Black Pup Junction Butte,,,Yes,No,
2128,P7437,?,b,2018,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2018,N/A,May,Unknown,"Slough Creek Area, YNP",Black Pup Junction Butte,,,Yes,No,
2129,P7438,?,b,2018,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2018,N/A,May,Unknown,"Slough Creek Area, YNP",Black Pup Junction Butte,,,Yes,No,
2130,P7439,?,g,2018,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2018,N/A,May,Unknown,"Slough Creek Area, YNP",Gray Pup Junction Butte,,,Yes,No,
2131,P7440,?,b,2018,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2018,N/A,unknown,Unknown,"Slough Creek Area, YNP",Black Pup Junction Butte,,,Yes,No,
2132,P7441,?,b,2018,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2018,N/A,unknown,Unknown,"Specimen Ridge, YNP",Black Pup Junction Butte,,,Yes,No,
2133,P7442,?,b,2018,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2018,N/A,unknown,Unknown,"Specimen Ridge, YNP",Black Pup Junction Butte,,,Yes,No,
2134,P7443,?,b,2018,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2018,N/A,unknown,Unknown,"Specimen Ridge, YNP",Black Pup Junction Butte,,,Yes,No,
2135,P7377,?,?,2018,April,Lamar Canyon,Little T,Small Dot,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2018,November,N/A,unknown,Pup Lamar Canyon,,,Yes,No,
2136,P7378,?,?,2018,April,Lamar Canyon,Little T,Small Dot,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2018,November,N/A,unknown,Pup Lamar Canyon,,,Yes,No,
2137,P7379,?,?,2018,April,Lamar Canyon,Little T,Small Dot,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2018,November,N/A,unknown,Pup Lamar Canyon,,,Yes,No,
2138,P7324,?,g,2018,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Gray Pup Mollie's,,,Yes,No,
2139,P7325,?,b,2018,April,none,1118F,Black Male Cub,"Cub Creek Area, YNP",None,-,N/A,2018,unknown,N/A,unknown,Black Pup Cub Creek Group,,,Yes,No,
2140,P7326,?,b,2018,April,none,1118F,Black Male Cub,"Cub Creek Area, YNP",None,-,2018,N/A,unknown,Legally Killed,Wyoming at East Boundary of YNP,Black Pup Cub Creek Group,,,Yes,No,
2141,P7327,?,g,2018,April,none,1118F,Black Male Cub,"Cub Creek Area, YNP",None,-,N/A,2018,unknown,N/A,unknown,Gray Pup Cub Creek Group,,,Yes,No,
2142,P7444,?,b,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2143,P7445,?,b,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2144,P7446,?,b,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2145,P7447,?,g,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2146,P7448,?,g,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2147,P7449,?,g,2018,April,Wapiti Lake,WpAF,1015M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2018,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2148,P7355,?,b,2019,April,8-Mile,Brindle Alpha Female,1015M,"Blacktail Deer Plateau, YNP",8-Mile,-,N/A,2019,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,possibly 1232M or 1233M
2149,P7356,?,g,2019,April,8-Mile,Brindle Alpha Female,1015M,"Blacktail Deer Plateau, YNP",8-Mile,-,N/A,2019,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2150,P7450,?,b,2019,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2151,P7451,?,g,2019,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2152,P7452,?,b,2019,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2153,P7453,?,b,2019,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2154,P7454,?,b,2019,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2155,P7455,F,b,2019,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2019,N/A,November 19,Vehicle,"Little America Roadway, YNP",Female Black Pup Junction Butte,,,Yes,No,
2156,P7456,?,g,2019,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2019,N/A,May 8,Natural (Den collapse),"Slough Creek Area, YNP",Gray Pup Junction Butte,,,Yes,No,
2157,P7457,M,b,2019,April,Junction Butte,969F,1047M,"Slough Creek Area, YNP",Junction Butte,-,2019,N/A,November 19,Vehicle,"Little America Roadway, YNP",Male Black Pup Junction Butte,,,Yes,No,
2158,P7458,?,b,2019,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2159,P7459,?,b,2019,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,N/A,2019,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2160,P7460,?,b,2019,April,Lamar Canyon,Little T,Small Dot,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2019,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
2161,P7461,?,b,2019,April,Lamar Canyon,Little T,Small Dot,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2019,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
2162,P7462,?,b,2019,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Black Pup Mollie's,,,Yes,No,
2163,P7463,?,b,2019,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Black Pup Mollie's,,,Yes,No,
2164,P7464,?,b,2019,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Black Pup Mollie's,,,Yes,No,
2165,P7465,?,b,2019,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Black Pup Mollie's,,,Yes,No,
2166,P7466,?,g,2019,April,Mollie's,978F,890M,"Pelican Valley, YNP",Mollie's,-,N/A,2019,unknown,N/A,unknown,Gray Pup Mollie's,,,Yes,No,
2167,P7468,?,b,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Phantom Lake,,,Yes,No,
2168,P7469,?,g,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2169,P7470,?,g,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2170,P7471,?,g,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2171,P7472,?,g,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2172,P7473,?,g,2019,April,Phantom Lake,1005F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2173,P7474,?,b,2019,April,Phantom Lake,1049F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Phantom Lake,,,Yes,No,
2174,P7475,?,g,2019,April,Phantom Lake,1049F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2175,P7476,?,g,2019,April,Phantom Lake,1049F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2176,P7477,?,g,2019,April,Phantom Lake,1049F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2177,P7478,?,g,2019,April,Phantom Lake,1119F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,2019,N/A,December,Legally Killed,"Jardine, Montana",Gray Pup Phantom Lake,,,Yes,No,
2178,P7479,?,g,2019,April,Phantom Lake,1119F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,2019,N/A,December,Legally Killed,"Jardine, Montana",Gray Pup Phantom Lake,,,Yes,No,
2179,P7480,?,g,2019,April,Phantom Lake,1119F,1106M,"Eastern Blacktail Deer Plateau, YNP",Phantom Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Phantom Lake,,,Yes,No,
2180,P7481,?,b,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2181,P7482,?,b,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2182,P7483,?,b,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2183,P7484,?,b,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2184,P7485,?,g,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2185,P7486,?,g,2019,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2019,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2186,P7487,?,b,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2187,P7488,?,b,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2188,P7489,?,b,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
2189,P7490,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2190,P7491,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2191,P7492,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2192,P7493,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2193,P7494,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2194,P7495,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2195,P7496,?,g,2020,April,8-Mile,Brindle Alpha Female,1015M,"Gardner's Hole, YNP",8-Mile,-,N/A,2020,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
2196,P7497,?,b,2020,April,Carnelian Creek,1005F,1200M,"Black Canyon of the Yellowstone, YNP",Carnelian Creek,-,N/A,2020,unknown,N/A,unknown,Black Pup Carnelian Creek,,,Yes,No,
2197,P7498,?,b,2020,April,Carnelian Creek,1005F,1200M,"Black Canyon of the Yellowstone, YNP",Carnelian Creek,-,N/A,2020,unknown,N/A,unknown,Black Pup Carnelian Creek,,,Yes,No,
2198,P7499,?,g,2020,April,Carnelian Creek,1005F,1200M,"Black Canyon of the Yellowstone, YNP",Carnelian Creek,-,N/A,2020,unknown,N/A,unknown,Gray Pup Carnelian Creek,,,Yes,No,
2199,P7500,?,g,2020,April,Carnelian Creek,1005F,1200M,"Black Canyon of the Yellowstone, YNP",Carnelian Creek,-,N/A,2020,unknown,N/A,unknown,Gray Pup Carnelian Creek,,,Yes,No,
2200,P7501,?,g,2020,April,Carnelian Creek,1005F,1200M,"Black Canyon of the Yellowstone, YNP",Carnelian Creek,-,N/A,2020,unknown,N/A,unknown,Gray Pup Carnelian Creek,,,Yes,No,
2201,P7502,?,b,2020,April,Heart Lake,1104F,?,"Heart Lake Area, YNP",Heart Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Heart Lake,,,Yes,No,
2202,P7503,?,b,2020,April,Heart Lake,1104F,?,"Heart Lake Area, YNP",Heart Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Heart Lake,,,Yes,No,
2203,P7504,?,b,2020,April,Heart Lake,1104F,?,"Heart Lake Area, YNP",Heart Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Heart Lake,,,Yes,No,
2204,P7505,?,b,2020,April,Heart Lake,1104F,?,"Heart Lake Area, YNP",Heart Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Heart Lake,,,Yes,No,
2205,P7506,?,g,2020,April,Heart Lake,1104F,?,"Heart Lake Area, YNP",Heart Lake,-,N/A,2020,unknown,N/A,unknown,Gray Pup Heart Lake,,,Yes,No,
2206,P7507,?,b,2020,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2207,P7508,?,b,2020,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2208,P7509,?,b,2020,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2209,P7510,?,g,2020,April,Junction Butte,907F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2210,P7511,?,b,2020,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2211,P7512,?,b,2020,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2212,P7513,?,b,2020,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2213,P7514,?,g,2020,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2214,P7515,?,g,2020,April,Junction Butte,1382F,1047M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2215,P7516,?,b,2020,April,Junction Butte,1276F,1048M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2216,P7517,?,b,2020,April,Junction Butte,1276F,1048M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2217,P7518,?,b,2020,April,Junction Butte,1276F,1048M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Black Pup Junction Butte,,,Yes,No,
2218,P7519,?,g,2020,April,Junction Butte,1276F,1048M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2219,P7520,?,g,2020,April,Junction Butte,1276F,1048M,"Slough Creek Area, YNP",Junction Butte,-,N/A,2020,unknown,N/A,unknown,Gray Pup Junction Butte,,,Yes,No,
2220,P7521,?,?,2020,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2020,N/A,June,Natural,"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2221,P7522,?,?,2020,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2020,N/A,June,Natural,"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2222,P7523,?,?,2020,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2020,N/A,June,Natural,"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2223,P7524,?,?,2020,April,Junction Butte,1109F,1048M,"Specimen Ridge, YNP",Junction Butte,-,2020,N/A,June,Natural,"Specimen Ridge, YNP",Pup Junction Butte,,,Yes,No,
2224,P7525,?,b,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2225,P7526,?,b,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2226,P7527,?,b,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Black Pup Wapiti Lake,,,Yes,No,
2227,P7528,?,g,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2228,P7529,?,g,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2229,P7530,?,g,2020,April,Wapiti Lake,WpAF,1014M,"Hayden Valley, YNP",Wapiti Lake,-,N/A,2020,unknown,N/A,unknown,Gray Pup Wapiti Lake,,,Yes,No,
2230,P7531,?,b,2021,April,None,1084F,M2101,NW Colorado,None,-,N/A,2021,unknown,N/A,unknown,Black Pup Colorado,,,Yes,No,
2231,P7532,?,b,2021,April,None,1084F,M2101,NW Colorado,None,-,N/A,2021,unknown,N/A,unknown,Black Pup Colorado,,,Yes,No,
2232,P7533,?,b,2021,April,None,1084F,M2101,NW Colorado,None,-,N/A,2021,unknown,N/A,unknown,Black Pup Colorado,,,Yes,No,
